Client_Name,Client_Type,Completeness_Documents,Frequency_Update,Incident_History,Complaints,Income,Operational_Risk,Last_KYC_Update,Next_KYC_Update,KYC_Status,Document_Type,Document_Issue_Date,Document_Expiry_Date,Document_Status
Cliente_1036,individual,complete,never,none,1,low,medium,2024-02-14,2026-02-14,A vencer,CNI,2023-02-14,2028-02-14,Válido
Cliente_1037,individual,partial,stale,none,2,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_1038,corporate,partial,recent,none,4,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_1039,individual,complete,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2016-02-14,2021-02-14,Expirado
Cliente_1040,individual,partial,stale,none,2,low,medium,2021-02-14,2023-02-14,Atrasado,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1041,individual,complete,stale,none,4,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1042,corporate,complete,stale,minor,0,high,medium,2022-02-14,2024-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_1043,individual,complete,never,none,0,high,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_1044,individual,complete,stale,minor,3,medium,medium,2022-02-14,2024-02-14,Atrasado,BI,2024-02-14,2029-02-14,Válido
Cliente_1045,corporate,partial,recent,none,0,medium,low,2025-02-14,2030-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_1046,individual,partial,stale,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1047,individual,complete,recent,minor,0,low,low,2025-02-14,2030-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_1048,individual,complete,recent,none,1,low,low,2021-02-14,2026-02-14,A vencer,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1049,corporate,partial,recent,none,1,medium,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_1050,individual,missing,recent,none,0,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_1051,corporate,complete,recent,none,1,medium,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_1052,individual,missing,recent,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,CNI,2019-02-14,2024-02-14,Expirado
Cliente_1053,corporate,complete,stale,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_1054,corporate,complete,never,none,1,low,medium,2021-02-14,2023-02-14,Atrasado,CNI,2017-02-14,2022-02-14,Expirado
Cliente_1055,vip,partial,never,none,2,low,medium,2023-02-14,2025-02-14,Atrasado,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_1056,individual,complete,recent,none,0,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1057,corporate,complete,stale,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_1058,individual,complete,never,major,0,high,high,2023-02-14,2024-02-14,Atrasado,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_1059,individual,partial,recent,none,0,low,low,2023-02-14,2028-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_1060,individual,partial,stale,none,2,low,medium,2020-02-14,2022-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1061,corporate,complete,stale,none,2,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_1062,vip,complete,recent,none,3,medium,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_1063,corporate,complete,never,none,3,medium,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_1064,individual,complete,never,none,0,low,medium,2025-02-14,2027-02-14,Em dia,BI,2026-02-14,2031-02-14,Válido
Cliente_1065,individual,complete,recent,none,2,high,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1066,corporate,partial,recent,none,0,medium,low,2021-02-14,2026-02-14,A vencer,CNI,2024-02-14,2029-02-14,Válido
Cliente_1067,individual,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_1068,individual,complete,recent,none,2,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_1069,individual,complete,stale,none,1,medium,low,2021-02-14,2026-02-14,A vencer,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_1070,individual,complete,stale,none,1,low,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_1071,individual,missing,recent,none,0,medium,medium,2024-02-14,2026-02-14,A vencer,BI,2022-02-14,2027-02-14,Válido
Cliente_1072,individual,complete,never,none,0,low,medium,2023-02-14,2025-02-14,Atrasado,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_1073,individual,complete,recent,major,3,low,medium,2022-02-14,2024-02-14,Atrasado,BI,2022-02-14,2027-02-14,Válido
Cliente_1074,individual,complete,recent,minor,2,low,low,2022-02-14,2027-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_1075,vip,complete,recent,minor,0,medium,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_1076,individual,complete,stale,none,2,high,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_1077,individual,complete,recent,none,0,low,low,2021-02-14,2026-02-14,A vencer,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_1078,individual,complete,recent,none,3,low,low,2022-02-14,2027-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_1079,individual,complete,recent,none,1,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2023-02-14,2028-02-14,Válido
Cliente_1080,corporate,complete,never,none,3,low,medium,2024-02-14,2026-02-14,A vencer,CNI,2018-02-14,2023-02-14,Expirado
Cliente_1081,corporate,complete,never,none,4,low,medium,2021-02-14,2023-02-14,Atrasado,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_1082,individual,missing,recent,none,1,low,medium,2023-02-14,2025-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1083,individual,complete,recent,none,1,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2019-02-14,2024-02-14,Expirado
Cliente_1084,corporate,complete,stale,major,2,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_1085,corporate,complete,stale,none,2,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_1086,individual,complete,recent,none,3,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_1087,individual,partial,never,none,0,medium,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1088,individual,complete,stale,minor,1,low,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_1089,vip,partial,recent,none,0,high,low,2025-02-14,2030-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_1090,individual,complete,stale,minor,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1091,corporate,complete,never,none,1,medium,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_1092,individual,partial,stale,none,3,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_1093,individual,complete,recent,none,3,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1094,individual,complete,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_1095,individual,complete,recent,minor,4,medium,low,2021-02-14,2026-02-14,A vencer,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1096,individual,partial,recent,major,1,low,medium,2025-02-14,2027-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_1097,individual,complete,stale,none,0,high,low,2025-02-14,2030-02-14,Em dia,BI,2020-02-14,2025-02-14,Expirado
Cliente_1098,individual,partial,never,none,2,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_1099,corporate,complete,stale,none,2,low,low,2021-02-14,2026-02-14,A vencer,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_1100,individual,partial,never,minor,1,medium,high,2023-02-14,2024-02-14,Atrasado,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_1101,individual,complete,recent,none,2,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2021-02-14,2026-02-14,Quase Expirando
Cliente_1102,vip,partial,never,none,2,medium,medium,2021-02-14,2023-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_1103,corporate,complete,stale,none,1,high,low,2022-02-14,2027-02-14,Em dia,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_1104,corporate,missing,recent,none,2,high,medium,2020-02-14,2022-02-14,Atrasado,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_1105,vip,complete,stale,none,0,medium,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_1106,individual,complete,recent,none,2,high,low,2022-02-14,2027-02-14,Em dia,BI,2023-02-14,2028-02-14,Válido
Cliente_1107,individual,complete,stale,none,3,low,low,2024-02-14,2029-02-14,Em dia,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_1108,corporate,complete,stale,none,0,low,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_1109,individual,complete,recent,none,3,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_1110,individual,missing,stale,none,1,medium,medium,2025-02-14,2027-02-14,Em dia,CNI,2016-02-14,2021-02-14,Expirado
Cliente_1111,corporate,missing,stale,none,2,medium,medium,2024-02-14,2026-02-14,A vencer,BI,2016-02-14,2021-02-14,Expirado
Cliente_1112,individual,complete,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1113,individual,missing,recent,none,3,low,medium,2024-02-14,2026-02-14,A vencer,Passaporte,2017-02-14,2022-02-14,Expirado
Cliente_1114,individual,complete,recent,major,2,medium,medium,2025-02-14,2027-02-14,Em dia,BI,2018-02-14,2023-02-14,Expirado
Cliente_1115,individual,complete,stale,none,1,high,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_1116,individual,partial,never,minor,2,medium,high,2026-02-14,2027-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_1117,individual,partial,never,minor,2,low,high,2021-02-14,2022-02-14,Atrasado,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_1118,corporate,missing,stale,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,CNI,2022-02-14,2027-02-14,Válido
Cliente_1119,individual,complete,stale,none,2,low,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_1120,individual,partial,recent,none,3,medium,low,2024-02-14,2029-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_1121,corporate,complete,stale,none,0,low,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2016-02-14,2021-02-14,Expirado
Cliente_1122,vip,complete,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_1123,corporate,complete,recent,none,0,low,low,2022-02-14,2027-02-14,Em dia,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_1124,corporate,missing,stale,none,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_1125,individual,partial,recent,none,3,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1126,individual,partial,stale,none,1,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2025-02-14,2030-02-14,Válido
Cliente_1127,individual,complete,never,minor,2,high,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2020-02-14,2025-02-14,Expirado
Cliente_1128,individual,complete,recent,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,CNI,2026-02-14,2031-02-14,Válido
Cliente_1129,individual,complete,recent,minor,2,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1130,individual,complete,never,none,1,medium,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_1131,corporate,complete,stale,none,0,medium,low,2026-02-14,2031-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_1132,individual,partial,recent,minor,3,medium,medium,2020-02-14,2022-02-14,Atrasado,BI,2022-02-14,2027-02-14,Válido
Cliente_1133,individual,complete,recent,minor,0,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_1134,individual,complete,stale,none,1,low,low,2022-02-14,2027-02-14,Em dia,BI,2024-02-14,2029-02-14,Válido
Cliente_1135,individual,complete,stale,none,4,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2017-02-14,2022-02-14,Expirado
Cliente_1136,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,Prova Emigrante,2022-02-14,2027-02-14,Válido
Cliente_1137,corporate,complete,recent,none,5,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_1138,individual,missing,never,none,0,high,high,2023-02-14,2024-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1139,individual,partial,stale,minor,2,low,medium,2024-02-14,2026-02-14,A vencer,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_1140,individual,partial,never,none,0,medium,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2024-02-14,2029-02-14,Válido
Cliente_1141,corporate,complete,stale,none,1,low,low,2026-02-14,2031-02-14,Em dia,CNI,2026-02-14,2031-02-14,Válido
Cliente_1142,individual,complete,never,none,1,low,medium,2024-02-14,2026-02-14,A vencer,Certidão Comercial,2024-02-14,2029-02-14,Válido
Cliente_1143,individual,complete,recent,minor,1,medium,low,2020-02-14,2025-02-14,Atrasado,CNI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1144,individual,partial,stale,major,2,medium,high,2023-02-14,2024-02-14,Atrasado,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_1145,individual,partial,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Comercial,2026-02-14,2031-02-14,Válido
Cliente_1146,corporate,complete,stale,none,0,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_1147,corporate,complete,recent,none,2,medium,low,2026-02-14,2031-02-14,Em dia,BI,2017-02-14,2022-02-14,Expirado
Cliente_1148,individual,complete,recent,none,1,low,low,2023-02-14,2028-02-14,Em dia,BI,2016-02-14,2021-02-14,Expirado
Cliente_1149,corporate,partial,never,none,4,low,medium,2023-02-14,2025-02-14,Atrasado,BI,2022-02-14,2027-02-14,Válido
Cliente_1150,corporate,missing,never,minor,1,medium,high,2026-02-14,2027-02-14,Em dia,CNI,2019-02-14,2024-02-14,Expirado
Cliente_1151,corporate,complete,recent,major,0,high,medium,2022-02-14,2024-02-14,Atrasado,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_1152,corporate,complete,stale,none,1,low,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1153,individual,complete,recent,none,1,high,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_1154,individual,complete,recent,none,0,low,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_1155,individual,complete,never,none,0,low,medium,2025-02-14,2027-02-14,Em dia,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1156,corporate,complete,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1157,individual,partial,never,none,1,high,medium,2020-02-14,2022-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_1158,corporate,partial,recent,none,1,low,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2024-02-14,2029-02-14,Válido
Cliente_1159,corporate,complete,stale,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1160,individual,partial,stale,none,1,low,medium,2026-02-14,2028-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_1161,corporate,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,Certidão Nascimento,2018-02-14,2023-02-14,Expirado
Cliente_1162,individual,complete,recent,none,0,medium,low,2026-02-14,2031-02-14,Em dia,CNI,2024-02-14,2029-02-14,Válido
Cliente_1163,individual,complete,never,none,1,medium,medium,2022-02-14,2024-02-14,Atrasado,Certidão Comercial,2020-02-14,2025-02-14,Expirado
Cliente_1164,corporate,complete,stale,none,2,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_1165,individual,complete,recent,none,3,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_1166,corporate,complete,stale,none,2,high,low,2022-02-14,2027-02-14,Em dia,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1167,corporate,complete,recent,none,2,low,low,2022-02-14,2027-02-14,Em dia,CNI,2025-02-14,2030-02-14,Válido
Cliente_1168,individual,missing,recent,major,0,medium,high,2020-02-14,2021-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1169,individual,complete,recent,none,1,high,low,2022-02-14,2027-02-14,Em dia,Prova Emigrante,2023-02-14,2028-02-14,Válido
Cliente_1170,individual,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_1171,individual,complete,never,none,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1172,vip,partial,stale,none,3,medium,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1173,individual,complete,never,minor,1,low,medium,2023-02-14,2025-02-14,Atrasado,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1174,individual,partial,stale,minor,2,low,medium,2023-02-14,2025-02-14,Atrasado,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1175,individual,complete,never,major,0,medium,high,2023-02-14,2024-02-14,Atrasado,Passaporte,2022-02-14,2027-02-14,Válido
Cliente_1176,individual,complete,stale,none,0,medium,low,2024-02-14,2029-02-14,Em dia,Passaporte,2023-02-14,2028-02-14,Válido
Cliente_1177,corporate,complete,stale,none,3,medium,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2017-02-14,2022-02-14,Expirado
Cliente_1178,individual,complete,never,none,3,low,medium,2022-02-14,2024-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_1179,corporate,complete,stale,none,3,medium,low,2023-02-14,2028-02-14,Em dia,Passaporte,2019-02-14,2024-02-14,Expirado
Cliente_1180,individual,complete,recent,none,4,low,low,2024-02-14,2029-02-14,Em dia,Prova Emigrante,2018-02-14,2023-02-14,Expirado
Cliente_1181,vip,complete,stale,minor,1,low,medium,2022-02-14,2024-02-14,Atrasado,CNI,2016-02-14,2021-02-14,Expirado
Cliente_1182,individual,complete,never,minor,0,low,medium,2022-02-14,2024-02-14,Atrasado,BI,2026-02-14,2031-02-14,Válido
Cliente_1183,individual,complete,stale,none,0,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_1184,corporate,missing,stale,none,0,low,medium,2022-02-14,2024-02-14,Atrasado,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_1185,individual,complete,stale,none,3,low,low,2021-02-14,2026-02-14,A vencer,Prova Emigrante,2021-02-14,2026-02-14,Quase Expirando
Cliente_1186,corporate,partial,never,none,0,low,medium,2026-02-14,2028-02-14,Em dia,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_1187,individual,partial,recent,none,0,low,low,2020-02-14,2025-02-14,Atrasado,Certidão Comercial,2023-02-14,2028-02-14,Válido
Cliente_1188,individual,complete,stale,minor,0,low,medium,2025-02-14,2027-02-14,Em dia,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1189,individual,complete,recent,none,0,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2017-02-14,2022-02-14,Expirado
Cliente_1190,corporate,complete,stale,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2017-02-14,2022-02-14,Expirado
Cliente_1191,individual,partial,stale,none,2,medium,medium,2024-02-14,2026-02-14,A vencer,Certidão Nascimento,2023-02-14,2028-02-14,Válido
Cliente_1192,individual,partial,recent,none,2,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2026-02-14,2031-02-14,Válido
Cliente_1193,individual,partial,recent,minor,0,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_1194,individual,missing,stale,none,0,high,medium,2025-02-14,2027-02-14,Em dia,Certidão Comercial,2021-02-14,2026-02-14,Quase Expirando
Cliente_1195,individual,partial,recent,major,0,low,medium,2025-02-14,2027-02-14,Em dia,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_1196,corporate,complete,recent,none,1,medium,low,2025-02-14,2030-02-14,Em dia,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_1197,vip,complete,never,none,1,high,medium,2022-02-14,2024-02-14,Atrasado,Prova Emigrante,2020-02-14,2025-02-14,Expirado
Cliente_1198,vip,partial,recent,none,1,medium,low,2026-02-14,2031-02-14,Em dia,CNI,2022-02-14,2027-02-14,Válido
Cliente_1199,corporate,complete,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_1200,individual,complete,never,none,0,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Comercial,2022-02-14,2027-02-14,Válido
Cliente_1201,corporate,partial,recent,none,2,low,low,2023-02-14,2028-02-14,Em dia,CNI,2026-02-14,2031-02-14,Válido
Cliente_1202,individual,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,Certidão Comercial,2018-02-14,2023-02-14,Expirado
Cliente_1203,individual,missing,stale,none,2,medium,medium,2021-02-14,2023-02-14,Atrasado,Passaporte,2021-02-14,2026-02-14,Quase Expirando
Cliente_1204,individual,partial,stale,major,1,medium,high,2022-02-14,2023-02-14,Atrasado,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_1205,individual,complete,never,major,6,low,high,2023-02-14,2024-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_1206,corporate,missing,never,none,1,medium,high,2024-02-14,2025-02-14,Atrasado,Prova Emigrante,2019-02-14,2024-02-14,Expirado
Cliente_1207,individual,complete,stale,minor,6,medium,medium,2026-02-14,2028-02-14,Em dia,CNI,2019-02-14,2024-02-14,Expirado
Cliente_1208,individual,complete,recent,none,0,low,low,2025-02-14,2030-02-14,Em dia,Passaporte,2026-02-14,2031-02-14,Válido
Cliente_1209,individual,complete,recent,none,0,low,low,2024-02-14,2029-02-14,Em dia,Certidão Nascimento,2022-02-14,2027-02-14,Válido
Cliente_1210,vip,complete,recent,none,1,medium,low,2021-02-14,2026-02-14,A vencer,Certidão Comercial,2016-02-14,2021-02-14,Expirado
Cliente_1211,individual,complete,recent,major,1,medium,medium,2024-02-14,2026-02-14,A vencer,BI,2023-02-14,2028-02-14,Válido
Cliente_1212,individual,complete,stale,none,2,low,low,2021-02-14,2026-02-14,A vencer,BI,2021-02-14,2026-02-14,Quase Expirando
Cliente_1213,individual,complete,stale,none,2,low,low,2020-02-14,2025-02-14,Atrasado,CNI,2018-02-14,2023-02-14,Expirado
Cliente_1214,corporate,complete,recent,none,2,medium,low,2023-02-14,2028-02-14,Em dia,BI,2025-02-14,2030-02-14,Válido
Cliente_1215,individual,partial,never,none,0,low,medium,2026-02-14,2028-02-14,Em dia,Certidão Nascimento,2025-02-14,2030-02-14,Válido
Cliente_1216,individual,partial,recent,none,0,low,low,2021-02-14,2026-02-14,A vencer,BI,2024-02-14,2029-02-14,Válido
Cliente_1217,individual,complete,recent,none,0,medium,low,2025-02-14,2030-02-14,Em dia,Passaporte,2018-02-14,2023-02-14,Expirado
Cliente_1218,individual,complete,stale,none,0,medium,low,2024-02-14,2029-02-14,Em dia,CNI,2018-02-14,2023-02-14,Expirado
Cliente_1219,individual,complete,recent,major,0,medium,medium,2020-02-14,2022-02-14,Atrasado,Prova Emigrante,2026-02-14,2031-02-14,Válido
Cliente_1220,individual,complete,recent,none,5,medium,low,2020-02-14,2025-02-14,Atrasado,BI,2016-02-14,2021-02-14,Expirado
Cliente_1221,vip,partial,recent,minor,1,medium,medium,2021-02-14,2023-02-14,Atrasado,Certidão Comercial,2025-02-14,2030-02-14,Válido
Cliente_1222,individual,partial,recent,none,3,medium,low,2022-02-14,2027-02-14,Em dia,CNI,2023-02-14,2028-02-14,Válido
Cliente_1223,individual,complete,stale,none,1,high,low,2021-02-14,2026-02-14,A vencer,Certidão Nascimento,2016-02-14,2021-02-14,Expirado
Cliente_1224,corporate,complete,never,none,0,low,medium,2020-02-14,2022-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1225,individual,complete,recent,none,2,low,low,2025-02-14,2030-02-14,Em dia,BI,2023-02-14,2028-02-14,Válido
Cliente_1226,individual,partial,recent,minor,2,low,medium,2023-02-14,2025-02-14,Atrasado,Passaporte,2016-02-14,2021-02-14,Expirado
Cliente_1227,individual,complete,stale,none,0,medium,low,2026-02-14,2031-02-14,Em dia,Certidão Nascimento,2020-02-14,2025-02-14,Expirado
Cliente_1228,individual,missing,never,minor,1,medium,high,2022-02-14,2023-02-14,Atrasado,Prova Emigrante,2025-02-14,2030-02-14,Válido
Cliente_1229,vip,partial,recent,none,1,low,low,2025-02-14,2030-02-14,Em dia,BI,2023-02-14,2028-02-14,Válido
